,index,date,rank,song_name,song_id,album_name,artist,release_date
174,24,2021-11-20 16:00:02.889,25,Woman,6Uj1ctrBOjOas8xZXGqKk4,Planet Her,Doja Cat,2021-06-25
175,25,2021-11-20 16:00:02.889,26,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,One Right Now,Post Malone,2021-11-05
176,26,2021-11-20 16:00:02.889,27,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,CKay The First,CKay,2019-08-30
177,27,2021-11-20 16:00:02.889,28,Do It To It,20on25jryn53hWghthWWW3,Do It To It,ACRAZE,2021-08-20
178,28,2021-11-20 16:00:02.889,29,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,2021-09-09
179,29,2021-11-20 16:00:02.889,30,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16
180,30,2021-11-20 16:00:02.889,31,good 4 u,4ZtFanR9U6ndgddUvNcjcG,SOUR,Olivia Rodrigo,2021-05-21
181,31,2021-11-20 16:00:02.889,32,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,MONTERO,Lil Nas X,2021-09-17
182,32,2021-11-20 16:00:02.889,33,Beggin',3Wrjm47oTz2sjIgck11l5e,Chosen,Måneskin,2017-12-08
183,33,2021-11-20 16:00:02.889,34,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,Planet Her,Doja Cat,2021-06-25
184,34,2021-11-20 16:00:02.889,35,abcdefu,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,2021-08-13
185,35,2021-11-20 16:00:02.889,36,Toxic,2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,2021-10-29
186,36,2021-11-20 16:00:02.889,37,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame,Swedish House Mafia,2021-10-22
187,37,2021-11-20 16:00:02.889,38,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,Planet Her,Doja Cat,2021-06-25
188,38,2021-11-20 16:00:02.889,39,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,MONTERO,Lil Nas X,2021-09-17
189,39,2021-11-20 16:00:02.889,40,Ghost,6I3mqTwhRpn34SLVafSH7G,Justice,Justin Bieber,2021-03-19
190,40,2021-11-20 16:00:02.889,41,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,2021-07-30
191,41,2021-11-20 16:00:02.889,42,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,2021-07-30
192,42,2021-11-20 16:00:02.889,43,LA FAMA (with The Weeknd),6dmXZ9B5HdFAyzHeTneYBK,LA FAMA (with The Weeknd),ROSALÍA,2021-11-11
193,43,2021-11-20 16:00:02.889,44,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05
194,44,2021-11-20 16:00:02.889,45,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,After Hours,The Weeknd,2020-03-20
195,45,2021-11-20 16:00:02.889,46,Yonaguni,2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,2021-06-04
196,46,2021-11-20 16:00:02.889,47,Already Dead,7qM1BWAsZMTYh4BcYLb0uQ,Already Dead,Juice WRLD,2021-11-12
197,47,2021-11-20 16:00:02.889,48,Life Goes On,0eu4C55hL6x29mmeAjytzC,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2021-05-28
198,48,2021-11-20 16:00:02.889,49,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,THE ANXIETY,THE ANXIETY,2020-03-13
199,49,2021-11-20 16:00:02.889,50,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,Red (Taylor's Version),Taylor Swift,2021-11-12
200,0,2021-11-21 16:00:02.386,1,Easy On Me,46IZ0fSY2mpAiktS3KOqds,30,Adele,2021-11-19
201,1,2021-11-21 16:00:02.386,2,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23
202,2,2021-11-21 16:00:02.386,3,Oh My God,3Kkjo3cT83cw09VJyrLNwX,30,Adele,2021-11-19
203,3,2021-11-21 16:00:02.386,4,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,MONTERO,Lil Nas X,2021-09-17
204,4,2021-11-21 16:00:02.386,5,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Red (Taylor's Version),Taylor Swift,2021-11-12
205,5,2021-11-21 16:00:02.386,6,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,The Lockdown Sessions,Elton John,2021-10-22
206,6,2021-11-21 16:00:02.386,7,Heat Waves,02MWAaffLxlfxAUY7c5dvx,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06
207,7,2021-11-21 16:00:02.386,8,Shivers,50nfwKoDiSYg8zOCREWAm5,=,Ed Sheeran,2021-10-29
208,8,2021-11-21 16:00:02.386,9,Can I Get It,6w8ZPYdnGajyfPddTWdthN,30,Adele,2021-11-19
209,9,2021-11-21 16:00:02.386,10,Pepas,2B4GHvToeLTOBB4QLzW3Ni,La 167,Farruko,2021-10-01
210,10,2021-11-21 16:00:02.386,11,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,30,Adele,2021-11-19
211,11,2021-11-21 16:00:02.386,12,My Little Love,2DuPBbS5mIldXnh7Wum8Cy,30,Adele,2021-11-19
212,12,2021-11-21 16:00:02.386,13,Strangers By Nature,13CVSGLSFl4UxpDVR6u3dq,30,Adele,2021-11-19
213,13,2021-11-21 16:00:02.386,14,To Be Loved,10ImcQk9tihY1EKMDIbvXJ,30,Adele,2021-11-19
214,14,2021-11-21 16:00:02.386,15,Cry Your Heart Out,09u787BYeYIGd2mFIJ505t,30,Adele,2021-11-19
215,15,2021-11-21 16:00:02.386,16,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,An Evening With Silk Sonic,Bruno Mars,2021-11-11
216,16,2021-11-21 16:00:02.386,17,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,=,Ed Sheeran,2021-10-29
217,17,2021-11-21 16:00:02.386,18,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,2021-10-28
218,18,2021-11-21 16:00:02.386,19,Woman,6Uj1ctrBOjOas8xZXGqKk4,Planet Her,Doja Cat,2021-06-25
219,19,2021-11-21 16:00:02.386,20,MONEY,7hU3IHwjX150XLoTVmjD0q,LALISA,LISA,2021-09-10
220,20,2021-11-21 16:00:02.386,21,My Universe,46HNZY1i7O6jwTA7Slo2PI,Music Of The Spheres,Coldplay,2021-10-15
221,21,2021-11-21 16:00:02.386,22,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,CKay The First,CKay,2019-08-30
222,22,2021-11-21 16:00:02.386,23,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,One Right Now,Post Malone,2021-11-05
223,23,2021-11-21 16:00:02.386,24,All Night Parking (with Erroll Garner) Interlude,496vIKS2INz840xZaKncvR,30,Adele,2021-11-19
224,24,2021-11-21 16:00:02.386,25,Woman Like Me,2c6xRsQBv7pynuhYhWoHxo,30,Adele,2021-11-19
225,25,2021-11-21 16:00:02.386,26,Hold On,6bGMSP3H9YqkmaLnaJTIoF,30,Adele,2021-11-19
226,26,2021-11-21 16:00:02.386,27,Do It To It,20on25jryn53hWghthWWW3,Do It To It,ACRAZE,2021-08-20
227,27,2021-11-21 16:00:02.386,28,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,2021-09-09
228,28,2021-11-21 16:00:02.386,29,Toxic,2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,2021-10-29
229,29,2021-11-21 16:00:02.386,30,good 4 u,4ZtFanR9U6ndgddUvNcjcG,SOUR,Olivia Rodrigo,2021-05-21
230,30,2021-11-21 16:00:02.386,31,Beggin',3Wrjm47oTz2sjIgck11l5e,Chosen,Måneskin,2017-12-08
231,31,2021-11-21 16:00:02.386,32,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16
232,32,2021-11-21 16:00:02.386,33,Love Is A Game,2j3GxEsbNYNeEzz86wDY4J,30,Adele,2021-11-19
233,33,2021-11-21 16:00:02.386,34,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,MONTERO,Lil Nas X,2021-09-17
234,34,2021-11-21 16:00:02.386,35,abcdefu,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,2021-08-13
235,35,2021-11-21 16:00:02.386,36,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,Planet Her,Doja Cat,2021-06-25
236,36,2021-11-21 16:00:02.386,37,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,Planet Her,Doja Cat,2021-06-25
237,37,2021-11-21 16:00:02.386,38,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,MONTERO,Lil Nas X,2021-09-17
238,38,2021-11-21 16:00:02.386,39,Ghost,6I3mqTwhRpn34SLVafSH7G,Justice,Justin Bieber,2021-03-19
239,39,2021-11-21 16:00:02.386,40,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame,Swedish House Mafia,2021-10-22
240,40,2021-11-21 16:00:02.386,41,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05
241,41,2021-11-21 16:00:02.386,42,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,2021-07-30
242,42,2021-11-21 16:00:02.386,43,Yonaguni,2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,2021-06-04
243,43,2021-11-21 16:00:02.386,44,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,After Hours,The Weeknd,2020-03-20
244,44,2021-11-21 16:00:02.386,45,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,Merry Christmas,Mariah Carey,1994-11-01
245,45,2021-11-21 16:00:02.386,46,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,2021-07-30
246,46,2021-11-21 16:00:02.386,47,LA FAMA (with The Weeknd),6dmXZ9B5HdFAyzHeTneYBK,LA FAMA (with The Weeknd),ROSALÍA,2021-11-11
247,47,2021-11-21 16:00:02.386,48,Life Goes On,0eu4C55hL6x29mmeAjytzC,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2021-05-28
248,48,2021-11-21 16:00:02.386,49,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,THE ANXIETY,THE ANXIETY,2020-03-13
249,49,2021-11-21 16:00:02.386,50,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,2021-09-24
250,0,2021-11-22 16:00:03.597,1,Easy On Me,46IZ0fSY2mpAiktS3KOqds,30,Adele,2021-11-19
251,1,2021-11-22 16:00:03.597,2,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23
252,2,2021-11-22 16:00:03.597,3,Oh My God,3Kkjo3cT83cw09VJyrLNwX,30,Adele,2021-11-19
253,3,2021-11-22 16:00:03.597,4,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,MONTERO,Lil Nas X,2021-09-17
254,4,2021-11-22 16:00:03.597,5,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Red (Taylor's Version),Taylor Swift,2021-11-12
255,5,2021-11-22 16:00:03.597,6,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,The Lockdown Sessions,Elton John,2021-10-22
256,6,2021-11-22 16:00:03.597,7,Heat Waves,02MWAaffLxlfxAUY7c5dvx,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06
257,7,2021-11-22 16:00:03.597,8,Shivers,50nfwKoDiSYg8zOCREWAm5,=,Ed Sheeran,2021-10-29
258,8,2021-11-22 16:00:03.597,9,Pepas,2B4GHvToeLTOBB4QLzW3Ni,La 167,Farruko,2021-10-01
259,9,2021-11-22 16:00:03.597,10,Can I Get It,6w8ZPYdnGajyfPddTWdthN,30,Adele,2021-11-19
260,10,2021-11-22 16:00:03.597,11,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,=,Ed Sheeran,2021-10-29
261,11,2021-11-22 16:00:03.597,12,My Little Love,2DuPBbS5mIldXnh7Wum8Cy,30,Adele,2021-11-19
262,12,2021-11-22 16:00:03.597,13,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,30,Adele,2021-11-19
263,13,2021-11-22 16:00:03.597,14,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,2021-10-28
264,14,2021-11-22 16:00:03.597,15,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,An Evening With Silk Sonic,Bruno Mars,2021-11-11
265,15,2021-11-22 16:00:03.597,16,Strangers By Nature,13CVSGLSFl4UxpDVR6u3dq,30,Adele,2021-11-19
266,16,2021-11-22 16:00:03.597,17,MONEY,7hU3IHwjX150XLoTVmjD0q,LALISA,LISA,2021-09-10
267,17,2021-11-22 16:00:03.597,18,Woman,6Uj1ctrBOjOas8xZXGqKk4,Planet Her,Doja Cat,2021-06-25
268,18,2021-11-22 16:00:03.597,19,My Universe,46HNZY1i7O6jwTA7Slo2PI,Music Of The Spheres,Coldplay,2021-10-15
269,19,2021-11-22 16:00:03.597,20,Cry Your Heart Out,09u787BYeYIGd2mFIJ505t,30,Adele,2021-11-19
270,20,2021-11-22 16:00:03.597,21,To Be Loved,10ImcQk9tihY1EKMDIbvXJ,30,Adele,2021-11-19
271,21,2021-11-22 16:00:03.597,22,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,CKay The First,CKay,2019-08-30
272,22,2021-11-22 16:00:03.597,23,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,One Right Now,Post Malone,2021-11-05
273,23,2021-11-22 16:00:03.597,24,Toxic,2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,2021-10-29
274,24,2021-11-22 16:00:03.597,25,abcdefu,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,2021-08-13
275,25,2021-11-22 16:00:03.597,26,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,2021-09-09
276,26,2021-11-22 16:00:03.597,27,good 4 u,4ZtFanR9U6ndgddUvNcjcG,SOUR,Olivia Rodrigo,2021-05-21
277,27,2021-11-22 16:00:03.597,28,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,Merry Christmas,Mariah Carey,1994-11-01
278,28,2021-11-22 16:00:03.597,29,Do It To It,20on25jryn53hWghthWWW3,Do It To It,ACRAZE,2021-08-20
279,29,2021-11-22 16:00:03.597,30,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16
280,30,2021-11-22 16:00:03.597,31,All Night Parking (with Erroll Garner) Interlude,496vIKS2INz840xZaKncvR,30,Adele,2021-11-19
281,31,2021-11-22 16:00:03.597,32,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,Planet Her,Doja Cat,2021-06-25
282,32,2021-11-22 16:00:03.597,33,Woman Like Me,2c6xRsQBv7pynuhYhWoHxo,30,Adele,2021-11-19
283,33,2021-11-22 16:00:03.597,34,Beggin',3Wrjm47oTz2sjIgck11l5e,Chosen,Måneskin,2017-12-08
284,34,2021-11-22 16:00:03.597,35,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,MONTERO,Lil Nas X,2021-09-17
285,35,2021-11-22 16:00:03.597,36,Hold On,6bGMSP3H9YqkmaLnaJTIoF,30,Adele,2021-11-19
286,36,2021-11-22 16:00:03.597,37,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,Planet Her,Doja Cat,2021-06-25
287,37,2021-11-22 16:00:03.597,38,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,MONTERO,Lil Nas X,2021-09-17
288,38,2021-11-22 16:00:03.597,39,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,2021-07-30
289,39,2021-11-22 16:00:03.597,40,Ghost,6I3mqTwhRpn34SLVafSH7G,Justice,Justin Bieber,2021-03-19
290,40,2021-11-22 16:00:03.597,41,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05
291,41,2021-11-22 16:00:03.597,42,Yonaguni,2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,2021-06-04
292,42,2021-11-22 16:00:03.597,43,Love Is A Game,2j3GxEsbNYNeEzz86wDY4J,30,Adele,2021-11-19
293,43,2021-11-22 16:00:03.597,44,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame,Swedish House Mafia,2021-10-22
294,44,2021-11-22 16:00:03.597,45,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,After Hours,The Weeknd,2020-03-20
295,45,2021-11-22 16:00:03.597,46,Life Goes On,0eu4C55hL6x29mmeAjytzC,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2021-05-28
296,46,2021-11-22 16:00:03.597,47,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,2021-07-30
297,47,2021-11-22 16:00:03.597,48,LA FAMA (with The Weeknd),6dmXZ9B5HdFAyzHeTneYBK,LA FAMA (with The Weeknd),ROSALÍA,2021-11-11
298,48,2021-11-22 16:00:03.597,49,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,THE ANXIETY,THE ANXIETY,2020-03-13
299,49,2021-11-22 16:00:03.597,50,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,2021-09-24
300,0,2021-11-23 16:00:03.808,1,Easy On Me,46IZ0fSY2mpAiktS3KOqds,30,Adele,2021-11-19
301,1,2021-11-23 16:00:03.808,2,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23
302,2,2021-11-23 16:00:03.808,3,Oh My God,3Kkjo3cT83cw09VJyrLNwX,30,Adele,2021-11-19
303,3,2021-11-23 16:00:03.808,4,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Red (Taylor's Version),Taylor Swift,2021-11-12
304,4,2021-11-23 16:00:03.808,5,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,MONTERO,Lil Nas X,2021-09-17
305,5,2021-11-23 16:00:03.808,6,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,The Lockdown Sessions,Elton John,2021-10-22
306,6,2021-11-23 16:00:03.808,7,Heat Waves,02MWAaffLxlfxAUY7c5dvx,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06
307,7,2021-11-23 16:00:03.808,8,Shivers,50nfwKoDiSYg8zOCREWAm5,=,Ed Sheeran,2021-10-29
308,8,2021-11-23 16:00:03.808,9,Can I Get It,6w8ZPYdnGajyfPddTWdthN,30,Adele,2021-11-19
309,9,2021-11-23 16:00:03.808,10,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,2021-10-28
310,10,2021-11-23 16:00:03.808,11,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,30,Adele,2021-11-19
311,11,2021-11-23 16:00:03.808,12,My Little Love,2DuPBbS5mIldXnh7Wum8Cy,30,Adele,2021-11-19
312,12,2021-11-23 16:00:03.808,13,Pepas,2B4GHvToeLTOBB4QLzW3Ni,La 167,Farruko,2021-10-01
313,13,2021-11-23 16:00:03.808,14,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,=,Ed Sheeran,2021-10-29
314,14,2021-11-23 16:00:03.808,15,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,An Evening With Silk Sonic,Bruno Mars,2021-11-11
315,15,2021-11-23 16:00:03.808,16,Strangers By Nature,13CVSGLSFl4UxpDVR6u3dq,30,Adele,2021-11-19
316,16,2021-11-23 16:00:03.808,17,abcdefu,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,2021-08-13
317,17,2021-11-23 16:00:03.808,18,My Universe,46HNZY1i7O6jwTA7Slo2PI,Music Of The Spheres,Coldplay,2021-10-15
318,18,2021-11-23 16:00:03.808,19,MONEY,7hU3IHwjX150XLoTVmjD0q,LALISA,LISA,2021-09-10
319,19,2021-11-23 16:00:03.808,20,Woman,6Uj1ctrBOjOas8xZXGqKk4,Planet Her,Doja Cat,2021-06-25
320,20,2021-11-23 16:00:03.808,21,Cry Your Heart Out,09u787BYeYIGd2mFIJ505t,30,Adele,2021-11-19
321,21,2021-11-23 16:00:03.808,22,To Be Loved,10ImcQk9tihY1EKMDIbvXJ,30,Adele,2021-11-19
322,22,2021-11-23 16:00:03.808,23,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,One Right Now,Post Malone,2021-11-05
323,23,2021-11-23 16:00:03.808,24,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,CKay The First,CKay,2019-08-30
324,24,2021-11-23 16:00:03.808,25,Do It To It,20on25jryn53hWghthWWW3,Do It To It,ACRAZE,2021-08-20
325,25,2021-11-23 16:00:03.808,26,Toxic,2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,2021-10-29
326,26,2021-11-23 16:00:03.808,27,good 4 u,4ZtFanR9U6ndgddUvNcjcG,SOUR,Olivia Rodrigo,2021-05-21
327,27,2021-11-23 16:00:03.808,28,All Night Parking (with Erroll Garner) Interlude,496vIKS2INz840xZaKncvR,30,Adele,2021-11-19
328,28,2021-11-23 16:00:03.808,29,Hold On,6bGMSP3H9YqkmaLnaJTIoF,30,Adele,2021-11-19
329,29,2021-11-23 16:00:03.808,30,Woman Like Me,2c6xRsQBv7pynuhYhWoHxo,30,Adele,2021-11-19
330,30,2021-11-23 16:00:03.808,31,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16
331,31,2021-11-23 16:00:03.808,32,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,2021-09-09
332,32,2021-11-23 16:00:03.808,33,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,Planet Her,Doja Cat,2021-06-25
333,33,2021-11-23 16:00:03.808,34,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,MONTERO,Lil Nas X,2021-09-17
334,34,2021-11-23 16:00:03.808,35,Beggin',3Wrjm47oTz2sjIgck11l5e,Chosen,Måneskin,2017-12-08
335,35,2021-11-23 16:00:03.808,36,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,Planet Her,Doja Cat,2021-06-25
336,36,2021-11-23 16:00:03.808,37,Ghost,6I3mqTwhRpn34SLVafSH7G,Justice,Justin Bieber,2021-03-19
337,37,2021-11-23 16:00:03.808,38,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,2021-07-30
338,38,2021-11-23 16:00:03.808,39,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,MONTERO,Lil Nas X,2021-09-17
339,39,2021-11-23 16:00:03.808,40,Love Is A Game,2j3GxEsbNYNeEzz86wDY4J,30,Adele,2021-11-19
340,40,2021-11-23 16:00:03.808,41,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame,Swedish House Mafia,2021-10-22
341,41,2021-11-23 16:00:03.808,42,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05
342,42,2021-11-23 16:00:03.808,43,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,Merry Christmas,Mariah Carey,1994-11-01
343,43,2021-11-23 16:00:03.808,44,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,2021-07-30
344,44,2021-11-23 16:00:03.808,45,LA FAMA (with The Weeknd),6dmXZ9B5HdFAyzHeTneYBK,LA FAMA (with The Weeknd),ROSALÍA,2021-11-11
345,45,2021-11-23 16:00:03.808,46,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,After Hours,The Weeknd,2020-03-20
346,46,2021-11-23 16:00:03.808,47,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,THE ANXIETY,THE ANXIETY,2020-03-13
347,47,2021-11-23 16:00:03.808,48,Yonaguni,2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,2021-06-04
348,48,2021-11-23 16:00:03.808,49,Life Goes On,0eu4C55hL6x29mmeAjytzC,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2021-05-28
349,49,2021-11-23 16:00:03.808,50,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,2021-09-24
350,0,2021-11-24 16:00:03.607,1,Easy On Me,46IZ0fSY2mpAiktS3KOqds,30,Adele,2021-11-19
351,1,2021-11-24 16:00:03.607,2,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23
352,2,2021-11-24 16:00:03.607,3,Oh My God,3Kkjo3cT83cw09VJyrLNwX,30,Adele,2021-11-19
353,3,2021-11-24 16:00:03.607,4,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Red (Taylor's Version),Taylor Swift,2021-11-12
354,4,2021-11-24 16:00:03.607,5,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,MONTERO,Lil Nas X,2021-09-17
